method_name,system_link,pdf_hash,efficacy_observed,application_conditions,results_summary,limitations,confidence,source,formatted_at,data_layer
Phosphonates de potassium,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_BREIZLEG_SECL_-50%25.pdf,d63963a2883b,null,null,Utilisé pour le contrôle du Mildiou sur l'artichaut.,null,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Bacillus thuringiensis,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_BREIZLEG_SECL_-50%25.pdf,d63963a2883b,Le principal bioagresseur est les chenilles sur le brocoli.,,Utilisé dans un système AB 0 intrant pour le contrôle des chenilles sur le brocoli.,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Canavalia ensiformis (Fabacées),http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_CanecoH_Plante%20de%20services%20intercalaire.pdf,db1f56a4414e,Le C. ensiformis montre un développement rapide et important avec un recouvrement moyen de l’interrang de 80 à 90% à environ 2 mois après semis en repousse. Cette croissance a favorisé une maîtrise de l’enherbement précoce et efficace sur l’interrang. La couverture a concurrencé les adventices et a maintenu leur recouvrement en moyenne en dessous du seuil de nuisibilité (30 %).,"Semis réalisé 45 jours après la coupe (de 2013 à 2016). En 2017, semis environ 75 jours après la plantation. Semis sur l’interrang de canne.","Le C. ensiformis, semé sur l’interrang d’une plantation ou repousse de canne à sucre, permet de maîtriser un enherbement potentiel et de réduire l’usage des herbicides de 50%.","La maîtrise du Panicum maximum, Rottboellia cochinchinensis et de certaines lianes (Merremia aegyptia, Ipomoea obscura, Centrosema pubescens) reste difficile et nécessite des interventions d’arrachage manuel complémentaires sur la moitié des parcelles (interrang). L'efficacité du système reste à confirmer car la pression d’enherbement de la parcelle étant variable (entre 15 et 65%).",0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Glu,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME-Arbo_CapREd_Centrex%20ECO%202.pdf,f989b32aa24f,maîtrise des ravageurs (forficules),,Les objectifs ont été fixés sur des niveaux de baisse considérés comme acceptables par des producteurs en production conventionnelle et en circuits longs.,"dégâts marginaux (forficules, anarsia …) acceptés",1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Kaolin,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME-Arbo_CapREd_Centrex%20ECO%202.pdf,f989b32aa24f,,,Utilisé pour cibler les psylles sur abricotiers.,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phéromone lépidoptères,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME-Arbo_CapREd_Centrex%20ECO%202.pdf,f989b32aa24f,Maîtrise des mineuses,,La méthode est utilisée dans le cadre d'un système de culture visant à réduire l'utilisation de produits phytosanitaires.,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Soufre,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME-Arbo_CapREd_Centrex%20ECO%202.pdf,f989b32aa24f,Acceptation oïdium,,Maitrise de l’oïdium,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Glu,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_CAP%20ReD_Balandran_Eco-50%25.pdf,f260af49a25d,,,"Aucun bioagresseur n’est apparu la première année, en revanche, par la suite, différents bioagresseurs",,0.5,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Kaolin,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_CAP%20ReD_Balandran_Eco-50%25.pdf,f260af49a25d,null,null,null,null,0.5,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Nichoir,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_CAP%20ReD_Balandran_Eco-50%25.pdf,f260af49a25d,,,"Aucun bioagresseur n’est apparu la première année, en revanche, par la suite, différents bioagresseurs",,0.5,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Nichoir,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_CAP%20ReD_Balandran_Eco-50%25.pdf,f260af49a25d,"favoriser la prédation par les rapaces, notamment du campagnol provençal.",mis en place près de cette haie,,,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Perchoir,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_CAP%20ReD_Balandran_Eco-50%25.pdf,f260af49a25d,"favoriser la prédation par les rapaces, notamment du campagnol provençal",mis en place près de cette haie,,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phéromone lépidoptères,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_CAP%20ReD_Balandran_Eco-50%25.pdf,f260af49a25d,,,Utilisation pour maîtriser la tordeuse sur abricotier.,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Soufre,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_CAP%20ReD_Balandran_Eco-50%25.pdf,f260af49a25d,,,"Aucun bioagresseur n'est apparu la première année, en revanche, par la suite, différents bioagresseurs",,0.5,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Huiles diverses,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_CAP%20ReD_INRA-BIP_Eco-50%25.pdf,4080f4ec3eec,Maîtrise des populations de pucerons,,"Globalement, la majorité des bioagresseurs est maîtrisée malgré la réduction de 50% de l’IFT.","Les principaux bémols concernent la bactériose, la rouille et le",0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Glycine-bétaïne,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_CAP%20ReD_Arefe_Eco.pdf,9ce2bd50d401,"L'utilisation des grilles de risque a bien permis de réaliser des impasses de traitements sur certains bioagresseurs (monilia fleur, carpocapse, tavelure et pucerons). Ce levier a été renforcé par la substitution de traitements conventionnels par des traitements de biocontrôle.",,On atteint ainsi près [...],,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Hydrogénocarbonate de potassium,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_CAP%20ReD_Arefe_Eco.pdf,9ce2bd50d401,"L'utilisation des grilles de risque a bien permis de réaliser des impasses de traitements sur certains bioagresseurs (monilia fleur, carpocapse, tavelure et pucerons). Ce levier a été renforcé par la substitution de traitements conventionnels par des traitements de biocontrôle.",,On atteint ainsi près,,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Soufre,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_CAP%20ReD_Arefe_Eco.pdf,9ce2bd50d401,"L'utilisation des grilles de risque a bien permis de réaliser des impasses de traitements sur certains bioagresseurs (monilia fleur, carpocapse, tavelure et pucerons).",,Substitution de traitements conventionnels par des traitements de biocontrôle.,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Glu,https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_CAP%20ReD_Serfel_Eco%20Innovant.pdf,92f9012ec452,maîtrise globalement satisfaisante des bioagresseurs. On constate quelques dégâts de forficules quasi annuels car la protection se fait par la glu.,protection se fait par la glu,maîtrise des forficules,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phéromone lépidoptères,https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_CAP%20ReD_Serfel_Eco%20Innovant.pdf,92f9012ec452,maîtrise globalement satisfaisante des bioagresseurs,piège à phéromones pour suivre les vols de ces papillons,Suivi des vols de mineuses grâce à un piège à phéromones,null,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Glu,https://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_CAP%20ReD_Gotheron_Eco%204.pdf,44f982b47c58,Suppression des traitements insecticides en post-floraison.,En post-floraison,Objectifs sont une baisse importante des IFT chimiques en maintenant un bon niveau de maîtrise des bioagresseurs et une qualité des fruits équivalente au système de référence.,null,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Huiles diverses,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_CAP%20ReD_INRA-BIP_Eco-50%25.pdf,4080f4ec3eec,Contrôle des populations d'acariens,,La majorité des bioagresseurs est maîtrisée malgré la réduction de 50% de l’IFT.,"Les principaux bémols concernent la bactériose, la rouille et le contrôle des acariens.",0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Anagrus atomus,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_EcoViti%20Val%20de%20Loire-Centre_Amboise.pdf,9fbc37a960b2,"Amélioration de l'efficacité des traitements, permettant une parfaite implantation des parasitoïdes. Diminution des grillures observées sur la parcelle, à part en 2017 (millésime atypique). La confusion sexuelle permet de limiter efficacement la pression vers de grappes.","Création d'un nouveau modèle d'implantation de la vigne intégrant des rosiers afin de permettre une parfaite implantation des parasitoïdes. Association de deux essences de rosiers 'Parfum de Honfleur' et 'Sweet love' permettant aux parasitoïdes d'avoir des hôtes alternatifs pour passer l'hiver, plantée en 2013.","Travaux internationaux ayant démontré l’intérêt d’Anagrus atomus sur le parasitisme des œufs d’Empoasca vitis. L'arrêt des insecticides ne semble pas jouer sur l’intensité des grillures, elles sont été sensiblement moins nombreuses sur la parcelle Ecoviti que sur le reste de l’exploitation.","En 2017, le climat sec et les faibles piégeages en milieu de saison laissant penser à une faible pression finale et une faible apparition de symptômes alors qu’en fin de saison, le nombre de grillures observées fut très important.",0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
"Coccinelles, rhizobius lophantae",http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Cors%27Exp%C3%A9_Areflec_Kiwi-50%25.pdf,4979161a2f8a,Régulation des populations de ravageurs présents.,,La suppression totale des insecticides était envisageable et les résultats montrent que le service écosystémique permet de réguler les populations de ravageurs présents.,,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Encarsia berlesei,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Cors%27Exp%C3%A9_Areflec_Kiwi-50%25.pdf,4979161a2f8a,régulation des populations de ravageurs,,suppression totale des insecticides était envisageable,,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Neodryinus typhlocibae,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Cors%27Exp%C3%A9_Areflec_Kiwi-50%25.pdf,4979161a2f8a,régulation des populations de ravageurs,,suppression totale des insecticides était envisageable,,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Aphytis melinus,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Cors%27Exp%C3%A9_Borgo_SRA85-50%25.pdf,c9b4b0dfe849,"Contrôle des cochenilles, notamment la cochenille chinoise (Ceroplastes sinensis). En 2012, la cochenille n’a pas pu être maîtrisée ce qui a engendré des dégâts sur fruits (fumagine).",,"Utilisation d'un porte-greffe assez résistant à la gommose parasitaire. Le sol hydromorphe a favorisé le développement du champignon, qui a pu être contrôlé sans jamais être éradiqué.","En 2012, la cochenille n’a pas pu être maîtrisée.",0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Nichoir,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Cors%27Exp%C3%A9_Borgo_SRA85-50%25.pdf,c9b4b0dfe849,"Augmentation des populations d’auxiliaires (coccinelles, forficules,…).",Nichoirs à forficules et des nichoirs à mésanges ont été positionnés.,"Les aménagements dans les parcelles ont participé à l’augmentation des populations d’auxiliaires (coccinelles, forficules,…).",null,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phéromone diptères,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Cors%27Exp%C3%A9_Borgo_SRA85-50%25.pdf,c9b4b0dfe849,,,Utilisation de phéromones pour la lutte contre les mouches (cibles).,,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Tagètes,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHYCarotte_Ychoux_Ecophyto_Invenio_VF.pdf,83c65ae61085,propriétés nématicides,insertion de cultures d’hiver pour lutter contre les adventices d’été et de tagètes,retenus pour lutter contre les nématodes,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Ail,https://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20Carotte_Cr%C3%A9ances_Ecophyto%2B.pdf,8bbf08b5e253,,,L'utilisation de l'ail est mentionnée dans le cadre d'un biocontrôle ciblant les mouches sur la culture de carotte.,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Trichoderma atroviride,https://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20Carotte_Cr%C3%A9ances_Ecophyto%2B.pdf,8bbf08b5e253,,,Gestion obligatoire du nématode,,0.8,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phosphate ferrique,http://www.ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_DEPHY%20EXPE%20NPDC_PL_IFT%2050.pdf,0628d3f2fb97,"tolérance de pucerons sur pommes de terre et blé au-delà du seuil BSV, 0 chenille (piéride) et tolérance de quelques pucerons sur choux fleur",,Pas de dégâts de limaces sur blé et choux fleur,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Bacillus thuringiensis,http://www.ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_DEPHY%20EXPE%20NPDC_PL_IFT%2050.pdf,0628d3f2fb97,0 chenille (piéride) et tolérance de quelques pucerons sur choux fleur,,Maîtrise des ravageurs,,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phosphate ferrique,http://www.ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_DEPHY%20EXPE%20NPDC_PL_IFT%2050.pdf,0628d3f2fb97,"tolérance de pucerons sur pommes de terre et blé au-delà du seuil BSV, 0 chenille (piéride) et tolérance de quelques pucerons sur choux fleur",,Pas de dégâts de limaces sur blé et choux fleur,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Acide pélargonique,http://www.ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_DEPHY%20EXPE%20NPDC_PL_IFT%2050.pdf,0628d3f2fb97,Contrôle du défanage sur pomme de terre,,,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Hyménoptères parasitoïdes,http://www.ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_DEPHY%20EXPE%20NPDC_PL_IFT%2050.pdf,0628d3f2fb97,tolérance de quelques pucerons sur pommes de terre,,tolérance de pucerons sur pommes de terre et choux fleur au-delà du seuil BSV,au-delà du seuil BSV,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Amblyseius swirskii,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_Invenio%20Douville.pdf,50d760b7e36d,Les apports d’acariens prédateurs Amblyseius swirskii sous forme de sachets ne permettent pas de maîtriser les populations de thrips importante à partir du mois de mai.,sous forme de sachets,Ne permet pas de maîtriser les populations de thrips importante à partir du mois de mai.,"L'efficacité est aléatoire, ne permet pas une maîtrise complète des populations de thrips.",0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Chitosan et pectine,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_Invenio%20Douville.pdf,50d760b7e36d,,,Des essais d’apports d’Orius commercialisés n’ont pas montré d’efficacité (année 2013).,L'arrivée des Orius est aléatoire.,0.7,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Chrysoperla carnea,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_Invenio%20Douville.pdf,50d760b7e36d,"S'ils sont présents à partir du mois de mai, les auxiliaires indigènes (chrysopes) aident au contrôle des populations.",Apports de larves de chrysope (non précisé si commercialisés ou non).,"Les pucerons sont plus ou moins bien maîtrisés, selon leur période d'arrivée sur les cultures de Charlotte. S’ils sont présents dès la reprise des plants, les auxiliaires indigènes sont encore absents et les apports de larves de chrysope ne suffisent pas.",Les apports de larves de chrysope ne suffisent pas si les pucerons sont présents dès la reprise des plants.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Feltiella acarisuga,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_Invenio%20Douville.pdf,50d760b7e36d,Les apports d’acariens prédateurs Amblyseius swirskii sous forme de sachets ne permettent pas de maîtriser les populations de thrips importante à partir du mois de mai. Des essais d’apports d’Orius commercialisés n’ont pas montré d’efficacité (année 2013).,sous forme de sachets,Les apports d’acariens prédateurs ne permettent pas de maîtriser les populations de thrips importante à partir du mois de mai. Les essais d’apports d’Orius commercialisés n’ont pas montré d’efficacité.,L'efficacité est aléatoire et le coût est élevé. Les apports d’acariens prédateurs ne permettent pas de maîtriser les populations de thrips importante à partir du mois de mai. Les essais d’apports d’Orius commercialisés n’ont pas montré d’efficacité.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Huile essentielle d'agrumes,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_Invenio%20Douville.pdf,50d760b7e36d,"Les apports d’acariens prédateurs Amblyseius swirskii sous forme de sachets ne permettent pas de maîtriser les populations de thrips importante à partir du mois de mai. Selon les années, à partir de fin juin, la présence d’Orius indigène permet une bonne maîtrise des thrips. Des essais d’apports d’Orius commercialisés n’ont pas montré d’efficacité (année 2013).",Apports d’acariens prédateurs Amblyseius swirskii sous forme de sachets. Essais d’apports d’Orius commercialisés.,Les apports d'acariens prédateurs ne permettent pas de maîtriser les populations de thrips. La présence d'Orius indigène permet une bonne maîtrise des thrips à partir de fin juin. Les apports d'Orius commercialisés n’ont pas montré d’efficacité.,L'arrivée des Orius est aléatoire. Les apports de larves de chrysope ne suffisent pas si les pucerons sont présents dès la reprise des plants.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Hydrogénocarbonate de potassium,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_Invenio%20Douville.pdf,50d760b7e36d,,,Des essais d’apports d’Orius commercialisés n’ont pas montré d’efficacité (année 2013).,L'arrivée des Orius est aléatoire.,0.7,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Oligota spp.,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_Invenio%20Douville.pdf,50d760b7e36d,"Les apports d’acariens prédateurs Amblyseius swirskii sous forme de sachets ne permettent pas de maîtriser les populations de thrips importante à partir du mois de mai. Selon les années, à partir de fin juin, la présence d’Orius indigène permet une bonne maîtrise des thrips. Des essais d’apports d’Orius commercialisés n’ont pas montré d’efficacité (année 2013).",Apports d’acariens prédateurs Amblyseius swirskii sous forme de sachets. Essais d’apports d’Orius commercialisés.,"Les apports d'Amblyseius swirskii ne permettent pas de maîtriser les populations de thrips. Les Orius indigènes peuvent permettre une bonne maîtrise des thrips à partir de fin juin, mais ce résultat est aléatoire. Les apports d'Orius commercialisés n’ont pas montré d’efficacité.",L'efficacité des apports d'Amblyseius swirskii est limitée. La présence et l'efficacité des Orius indigènes sont aléatoires.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Orius laevigatus,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_Invenio%20Douville.pdf,50d760b7e36d,"Selon les années, à partir de fin juin, la présence d’Orius indigène permet une bonne maîtrise des thrips. Des essais d’apports d’Orius commercialisés n’ont pas montré d’efficacité (année 2013).",Apports d’Orius commercialisés (année 2013). Préservation de la faune auxiliaire naturelle est un des enjeux du système.,Présence d’Orius indigène contribue à limiter les attaques de thrips et pucerons. Les apports d’acariens prédateurs Amblyseius swirskii ne permettent pas de maîtriser les populations de thrips importante à partir du mois de mai.,Résultat aléatoire (caractère aléatoire de l’arrivée des Orius). Les apports d’Orius commercialisés n’ont pas montré d’efficacité.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Orius spp.,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_Invenio%20Douville.pdf,50d760b7e36d,"Selon les années, à partir de fin juin, la présence d’Orius indigène permet une bonne maîtrise des thrips. Des essais d’apports d’Orius commercialisés n’ont pas montré d’efficacité (année 2013).",Apports d’Orius commercialisés (année 2013). Préservation de la faune auxiliaire naturelle est un des enjeux du système.,Présence d’Orius indigène contribue à limiter les attaques de thrips et pucerons. Les apports d’acariens prédateurs Amblyseius swirskii ne permettent pas de maîtriser les populations de thrips importante à partir du mois de mai.,Résultat aléatoire (caractère aléatoire de l’arrivée des Orius). Les apports d’Orius commercialisés n’ont pas montré d’efficacité.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phytoseiulus persimilis,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_Invenio%20Douville.pdf,50d760b7e36d,"Les apports d’acariens prédateurs Amblyseius swirskii sous forme de sachets ne permettent pas de maîtriser les populations de thrips importante à partir du mois de mai. Selon les années, à partir de fin juin, la présence d’Orius indigène permet une bonne maîtrise des thrips. Des essais d’apports d’Orius commercialisés n’ont pas montré d’efficacité (année 2013).",Apports d’acariens prédateurs Amblyseius swirskii sous forme de sachets. Essais d’apports d’Orius commercialisés.,"Les apports d'Amblyseius swirskii sont inefficaces. Les Orius indigènes peuvent aider à contrôler les thrips, mais ce résultat est aléatoire. Les apports d'Orius commercialisés n'ont pas été efficaces.",L’efficacité est aléatoire en fonction de la présence d'Orius indigènes. Les apports d’Amblyseius swirskii ne permettent pas de maîtriser les populations de thrips importante.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Soufre,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_Invenio%20Douville.pdf,50d760b7e36d,,,Des essais d’apports d’Orius commercialisés n’ont pas montré d’efficacité (année 2013).,L'arrivée des Orius est aléatoire.,0.7,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Stethorus spp.,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_Invenio%20Douville.pdf,50d760b7e36d,"Les apports d’acariens prédateurs Amblyseius swirskii sous forme de sachets ne permettent pas de maîtriser les populations de thrips importante à partir du mois de mai. Selon les années, à partir de fin juin, la présence d’Orius indigène permet une bonne maîtrise des thrips. Des essais d’apports d’Orius commercialisés n’ont pas montré d’efficacité (année 2013).",Apports d’acariens prédateurs Amblyseius swirskii sous forme de sachets. Essais d’apports d’Orius commercialisés.,"Les apports d'Amblyseius swirskii sont inefficaces. Les Orius indigènes peuvent aider à contrôler les populations de thrips, mais ce résultat est aléatoire. Les apports d'Orius commercialisés n'ont pas montré d'efficacité.",L’efficacité est aléatoire en fonction de la présence d'Orius indigènes. Les apports d’Amblyseius swirskii ne permettent pas de maîtriser les populations de thrips.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Syrphes,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_Invenio%20Douville.pdf,50d760b7e36d,"Présence d’orios, de syrphes et de chrysopes contribuent à limiter les attaques de thrips et pucerons. S’ils sont présents dès la reprise des plants, les auxiliaires indigènes sont encore absents et les apports de larves de chrysope ne suffisent pas. S’ils sont présents à partir du mois de mai, les auxiliaires indigènes sont présents et aident au contrôle des populations.",Apports d’acariens prédateurs Amblyseius swirskii sous forme de sachets. Essais d’apports d’Orius commercialisés n’ont pas montré d’efficacité (année 2013).,Les syrphes contribuent à limiter les attaques de pucerons et thrips en présence d'auxiliaires indigènes.,L’arrivée des Orius est aléatoire. Les apports de larves de chrysope ne suffisent pas si les auxiliaires indigènes sont absents.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Chrysoperla carnea,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_Invenio%20St%20Livrade.pdf,c62fd91c8e73,Apports répétés de larves utiles pour limiter les infestations. Résultat souvent mitigé.,Apports répétés,"Contrôle des pucerons, mais coûteux et pas toujours efficace. Des traitements aphicides sont utilisés pour limiter les populations de pucerons et assurer la viabilité du système.",Coût élevé des apports. Échecs d'installation de parasitoïdes.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Hyménoptères parasitoïdes,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_Invenio%20St%20Livrade.pdf,c62fd91c8e73,"Des apports répétés de larves de chrysopes se sont montrés utiles, mais ces apports coûtent très chers et ne sont pas toujours efficaces. Les pucerons sont problématiques, avec des échecs d’installation de parasitoïdes et un coût élevé des apports de larves de chrysopes pour un résultat souvent mitigé. Des traitements aphicides sont utilisés pour limiter les populations de pucerons et assurer la viabilité du système.",Apports répétés de larves de chrysopes,"Contrôle des pucerons problématique, nécessitant souvent des traitements aphicides.","Échecs d’installation de parasitoïdes, coût élevé des apports de larves de chrysopes, résultats souvent mitigés.",0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Neoseiulus cucumeris,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_Invenio%20St%20Livrade.pdf,c62fd91c8e73,Le thrips est le ravageur le mieux géré grâce à l’utilisation de l’auxiliaire Neoseiulus cucumeris.,,"Réduction de 50 % des produits phytosanitaires, tout en maintenant une qualité de production équivalente au système de référence.",,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phytoseiulus persimilis,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_Invenio%20St%20Livrade.pdf,c62fd91c8e73,"La réussite de la protection contre l’acarien tétranyque avec l’auxiliaire Phytoseiulus persimilis est aléatoire, elle dépend des conditions climatiques de l’année et nécessite souvent d’être « aidée » par un traitement acaricide compatible.",,Utilisation pour le contrôle des acariens.,L'efficacité dépend des conditions climatiques et peut nécessiter un traitement acaricide compatible.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Amblyseius swirskii,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_APREL_PBI.pdf,34133ae38cc4,Efficace contre les thrips,,Les thrips sont suivis et l'efficacité est jugée bonne sur les campagnes de 2013 à 2017.,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Aphidoletes aphidimyza,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_APREL_PBI.pdf,34133ae38cc4,"L’utilisation d’auxiliaires est efficace mais elle est insuffisante en juin, période à laquelle les pucerons prolifèrent. Des traitements sont parfois nécessaires mais incompatibles avec les auxiliaires déjà présents.",,Testé dans le cadre d'une stratégie de PBI pour la gestion des pucerons.,"L'efficacité est insuffisante en juin, période de prolifération des pucerons.",0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Bacillus amyloliquefaciens,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_APREL_PBI.pdf,34133ae38cc4,,,"Testé dans le cadre d'une stratégie de biocontrôle visant à réduire les traitements phytosanitaires sur fraises sous abris, en complément des auxiliaires déjà utilisés.","L'efficacité est évaluée en comparaison avec l'évolution sur le même site, ce qui rend difficile la comparaison entre différents sites.",0.7,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
